carbon_source,exchange_id,reaction_id,reaction_name,subsystem,gpr,off_genes,n_off_genes,wt_flux,flag
L-Aspartic Acid,EX_asp__L_e,MPTSS,Molybdopterin synthase sulfurylase,Cofactor biosynthesis,b0826,b0826,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,WCOS,Tungsten pterin cofactor synthase,Other,b0827,b0827,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,URACPAH,Peroxyureidoacrylate hydrolase,Other,b1011,b1011,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,FE3DHBZS3R,"Fe(III)-(2,3-dihydroxybenzoylserine)3 reductase via NADPH",Amino acid metabolism,b3070,b3070,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,AP4AS,Ap4A synthetase,Other,b4129,b4129,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,ALLTAMH2,Allantoate amidinohydrolase,Other,b0516,b0516,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,POAACR,Peroxyaminoacrylate reductase,Amino acid metabolism,b1010,b1010,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,FEENTERES,Enterochelin Esterase (Fe containing),Other,b0585,b0585,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,FEENTERR4,Fe-enterobactin reduction via nadph,Iron acquisition,b3070,b3070,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,TARTt2_3pp,D-tartrate transport via proton symport (3 H) (periplasm),Transport,b4123,b4123,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,SUCTARTtpp,Succinate:D-tartrate antiporter (periplasm),Transport,b4123,b4123,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,SQVOSI,Sulfoquinovose isomerase,Other,b3880,b3880,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,6D6SPA,6-deoxy-6-sulfofructose-1-phosphate aldolase,Inorganic ion,b3881,b3881,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,GHBDHx,Gamma-hydroxybutyrate dehydrogenase (NADH),Other,b3882,b3882,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,SHGO,S-2-hydroxyglutarate oxidase,Oxidative phosphorylation,b2660,b2660,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,ACOXT,Acetyl-CoA:oxalate CoA-transferase,Other,b2371,b2371,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,CHOLATEtpp,Cholate transport via proton antiport,Transport,b4337,b4337,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,DC6PDA,Chito-oligosaccharide mono-deacetylase,Other,b1733,b1733,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,5DGLCNR,5-dehydro-D-gluconate reductase,Sugar catabolism,b4266,b4266,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,LCTStpp,Lactose transport via proton symport (periplasm),Transport,b0343,b0343,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,RU5PP,Ribulose-5-Phosphate Phosphatase,Inorganic ion,b2293,b2293,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,6D6SFK,6-deoxy-6-sulfofructose kinase,Other,b3883,b3883,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,3SLAR,3-sulfolactaldehyde reductase,Other,b3882,b3882,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,CPL,Carbon-phosphorous lyase,Other,b4098,b4098,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,FE3DCITR5,Ferric-dicitrate reductase via nadph,Other,b3070,b3070,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,SERtpp,L-serine export via facilitated transport,Transport,b1533,b1533,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,AMPNTAT,Aminoalkylphosphonate N-acetyltransferase,Amino acid metabolism,b4093,b4093,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,RPNTPH,RPnTP hydrolase,Other,b4095,b4095,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,PRCPD,"5-phospho-?-D-ribosyl 1,2-cyclic phosphate phosphodiesterase",Inorganic ion,b4092,b4092,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,ACP1p,Acid phosphatase (FMN),Other,b0383,b0383,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,MC6PH,Monoacetylchitobiose-6-phosphate hydrolase,Inorganic ion,b1734,b1734,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,FORCT,Formyl-CoA Transferase,Other,b2374,b2374,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,MOCOS,Molybdenum cofactor synthase,Other,b0827,b0827,1,0.0,applied
L-Aspartic Acid,EX_asp__L_e,I4FE4SR,ISC [4Fe-4S] Reduction,Other,b2529,b2529,1,0.00011,applied
L-Aspartic Acid,EX_asp__L_e,PPM,Phosphopentomutase,Other,b4383,b4383,1,-0.00028,applied
L-Aspartic Acid,EX_asp__L_e,PUNP1,Purine-nucleoside phosphorylase (Adenosine),Nucleotide metabolism,b4384,b4384,1,-0.00028,applied
L-Aspartic Acid,EX_asp__L_e,FESR,Iron-sulfur cluster repair,Iron acquisition,b4209,b4209,1,0.00321,applied
L-Aspartic Acid,EX_asp__L_e,TRPAS2,Tryptophanase (L-tryptophan),Amino acid metabolism,b3708,b3708,1,-0.02337,applied
L-Aspartic Acid,EX_asp__L_e,GTHOr,Glutathione oxidoreductase,Oxidative stress,b3500,b3500,1,0.12362,applied
L-Aspartic Acid,EX_asp__L_e,DAAD,D-Amino acid dehydrogenase,Amino acid metabolism,b1189,b1189,1,0.89876,applied
L-Aspartic Acid,EX_asp__L_e,LCARS,"Lacaldehyde reductase (S-propane-1,2-diol forming)",Other,b2799,b2799,1,-12.07031,applied
L-Aspartic Acid,EX_asp__L_e,SHCHD2,Sirohydrochlorin dehydrogenase (NAD),Other,b3368,b3368,1,9e-05,relaxed_FlagB
L-Aspartic Acid,EX_asp__L_e,SHCHF,Sirohydrochlorin ferrochelatase,Other,b3368,b3368,1,9e-05,relaxed_FlagB
L-Aspartic Acid,EX_asp__L_e,UPP3MT,Uroporphyrinogen methyltransferase,Cofactor biosynthesis,b3368,b3368,1,9e-05,relaxed_FlagB
L-Aspartic Acid,EX_asp__L_e,ASPO4,L-aspartate oxidase,Oxidative phosphorylation,b2574,b2574,1,0.00094,relaxed_FlagB
L-Aspartic Acid,EX_asp__L_e,BPNT,"3',5'-bisphosphate nucleotidase",Inorganic ion,b4214,b4214,1,0.10176,relaxed_FlagB
Adenosine,EX_adn_e,ACS,Acetyl-CoA synthetase,Glyoxylate/Acetate,b4069,b4069,1,0.0,applied
Adenosine,EX_adn_e,RBK,Ribokinase,Other,b3752,b3752,1,0.0,applied
Adenosine,EX_adn_e,GLYK,Glycerol kinase,Other,b3926,b3926,1,0.0,applied
Adenosine,EX_adn_e,CDPPH,CDP phosphohydrolase,Other,b3614,b3614,1,0.0,applied
Adenosine,EX_adn_e,NDP7,Nucleoside diphosphatase  UDP,Nucleotide metabolism,b3614,b3614,1,0.0,applied
Adenosine,EX_adn_e,POX,Pyruvate oxidase,Oxidative phosphorylation,b0871,b0871,1,0.0,applied
Adenosine,EX_adn_e,TMDPP,Thymidine phosphorylase,Nucleotide metabolism,b4382,b4382,1,0.0,applied
Adenosine,EX_adn_e,PUNP2,Purine-nucleoside phosphorylase (Deoxyadenosine),Nucleotide metabolism,b4384,b4384,1,0.0,applied
Adenosine,EX_adn_e,PUNP7,Purine-nucleoside phosphorylase (Xanthosine),Nucleotide metabolism,b2407,b2407,1,0.0,applied
Adenosine,EX_adn_e,G6PDA,Glucosamine-6-phosphate deaminase,Inorganic ion,b0678,b0678,1,0.0,applied
Adenosine,EX_adn_e,RMI,L-rhamnose isomerase,Sugar catabolism,b3903,b3903,1,0.0,applied
Adenosine,EX_adn_e,EDD,6-phosphogluconate dehydratase,Sugar catabolism,b1851,b1851,1,0.0,applied
Adenosine,EX_adn_e,DHBD,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",Other,b0596,b0596,1,0.0,applied
Adenosine,EX_adn_e,ICHORT,Isochorismatase,Other,b0595,b0595,1,0.0,applied
Adenosine,EX_adn_e,RBK_L1,L-ribulokinase (L-ribulose),Other,b0063,b0063,1,0.0,applied
Adenosine,EX_adn_e,GLCRAL,5-dehydro-4-deoxyglucarate aldolase,Other,b3126,b3126,1,0.0,applied
Adenosine,EX_adn_e,ARGDC,Arginine decarboxylase,Amino acid metabolism,b4117,b4117,1,0.0,applied
Adenosine,EX_adn_e,UGLT,UDPglucose--hexose-1-phosphate uridylyltransferase,Inorganic ion,b0758,b0758,1,0.0,applied
Adenosine,EX_adn_e,MNNH,D-mannonate hydrolyase,Other,b4322,b4322,1,0.0,applied
Adenosine,EX_adn_e,DDGLK,2-dehydro-3-deoxygluconokinase,Other,b3526,b3526,1,0.0,applied
Adenosine,EX_adn_e,XYLI2,Xylose isomerase,Sugar catabolism,b3565,b3565,1,0.0,applied
Adenosine,EX_adn_e,ICL,Isocitrate lyase,TCA cycle,b4015,b4015,1,0.0,applied
Adenosine,EX_adn_e,UDPG4E,UDPglucose 4-epimerase,Other,b0759,b0759,1,0.0,applied
Adenosine,EX_adn_e,LACZ,B-galactosidase,Other,b0344,b0344,1,0.0,applied
Adenosine,EX_adn_e,TRE6PH,Trehalose-6-phosphate hydrolase,Inorganic ion,b4239,b4239,1,0.0,applied
Adenosine,EX_adn_e,XYLI1,Xylose isomerase,Sugar catabolism,b3565,b3565,1,0.0,applied
Adenosine,EX_adn_e,ICHORS_copy1,Isochorismate synthase,Other,b0593,b0593,1,0.0,applied
Adenosine,EX_adn_e,DHPPD,"2,3-dihydroxyphenylpropionate dehydrogenase",Other,b2541,b2541,1,0.0,applied
Adenosine,EX_adn_e,DHCIND,"2,3-dihydroxycinnamate dehydrogenase",Other,b2541,b2541,1,0.0,applied
Adenosine,EX_adn_e,LCARS,"Lacaldehyde reductase (S-propane-1,2-diol forming)",Other,b2799,b2799,1,0.0,applied
Adenosine,EX_adn_e,RMPA,Rhamnulose-1-phosphate aldolase,Inorganic ion,b3902,b3902,1,0.0,applied
Adenosine,EX_adn_e,GLTPD,Galactitol-1-phosphate dehydrogenase,Inorganic ion,b2091,b2091,1,0.0,applied
Adenosine,EX_adn_e,MANAO,Mannonate oxidoreductase,Other,b4323,b4323,1,0.0,applied
Adenosine,EX_adn_e,DDPGALA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,Sugar catabolism,b4477,b4477,1,0.0,applied
Adenosine,EX_adn_e,GLYAT,Glycine C-acetyltransferase,Amino acid metabolism,b3617,b3617,1,0.0,applied
Adenosine,EX_adn_e,CRNBTCT,Gamma-butyrobetainyl-CoA: carnitine CoA transferase,Other,b0038,b0038,1,0.0,applied
Adenosine,EX_adn_e,CRNCBCT,Crotonobetainyl-CoA: carnitine CoA transferase,Other,b0038,b0038,1,0.0,applied
Adenosine,EX_adn_e,CRNCDH,Carnityl-CoA dehydratse,Other,b0036,b0036,1,0.0,applied
Adenosine,EX_adn_e,IDOND,L-idonate 5-dehydrogenase,Other,b4267,b4267,1,0.0,applied
Adenosine,EX_adn_e,IDOND2,L-indonate 5-dehydrogenase (NADP),Other,b4267,b4267,1,0.0,applied
Adenosine,EX_adn_e,DADA,Deoxyadenosine deaminase,Other,b1623,b1623,1,0.0,applied
Adenosine,EX_adn_e,AGDC,N-acetylglucosamine-6-phosphate deacetylase,Inorganic ion,b0677,b0677,1,0.0,applied
Adenosine,EX_adn_e,AST,Arginine succinyltransferase,Amino acid metabolism,b1747,b1747,1,0.0,applied
Adenosine,EX_adn_e,SGDS,Succinylglutamate desuccinylase,Other,b1744,b1744,1,0.0,applied
Adenosine,EX_adn_e,CYNTAH,Cyanate aminohydrolase,Amino acid metabolism,b0340,b0340,1,0.0,applied
Adenosine,EX_adn_e,FRUK,Fructose-1-phosphate kinase,Inorganic ion,b2168,b2168,1,0.0,applied
Adenosine,EX_adn_e,DOGULNR,"2,3 dioxo-L-gulonate reductase",Other,b3575,b3575,1,0.0,applied
Adenosine,EX_adn_e,TRE6PP,Trehalose-phosphatase,Other,b1897,b1897,1,0.0,applied
Adenosine,EX_adn_e,MLTG3,Maltodextrin glucosidase (maltopentaose),Other,b0403,b0403,1,0.0,applied
Adenosine,EX_adn_e,ARAI,L-arabinose isomerase,Sugar catabolism,b0062,b0062,1,0.0,applied
Adenosine,EX_adn_e,M1PD,Mannitol-1-phosphate 5-dehydrogenase,Sugar catabolism,b3600,b3600,1,0.0,applied
Adenosine,EX_adn_e,GALS3,A-galactosidase (melibiose),Other,b4119,b4119,1,0.0,applied
Adenosine,EX_adn_e,FCI,L-fucose isomerase,Sugar catabolism,b2802,b2802,1,0.0,applied
Adenosine,EX_adn_e,FCLK,L-fuculokinase,Other,b2803,b2803,1,0.0,applied
Adenosine,EX_adn_e,OP4ENH,2-oxopent-4-enoate hydratase,Other,b0350,b0350,1,0.0,applied
Adenosine,EX_adn_e,HOPNTAL,4-hydroxy-2-oxopentanoate aldolase,Other,b0352,b0352,1,0.0,applied
Adenosine,EX_adn_e,3HPPPNH,3-(3-hydroxy-phenyl)propionate hydroxylase,Other,b0347,b0347,1,0.0,applied
Adenosine,EX_adn_e,ASCBPL,L-ascorbate 6-phosphate lactonase,Inorganic ion,b4192,b4192,1,0.0,applied
Adenosine,EX_adn_e,ACBIPGT,Adenosyl cobinamide phosphate guanyltransferase,Inorganic ion,b1993,b1993,1,0.0,applied
Adenosine,EX_adn_e,ADOCBLS,Adenosylcobalamin 5'-phosphate synthase,Cofactor biosynthesis,b1992,b1992,1,0.0,applied
Adenosine,EX_adn_e,ADOCBIK,Adenosyl cobinamide kinase,Other,b1993,b1993,1,0.0,applied
Adenosine,EX_adn_e,HPPPNDO,"2,3-dihydroxypheylpropionate 1,2-dioxygenase",Other,b0348,b0348,1,0.0,applied
Adenosine,EX_adn_e,MCITL2,Methylisocitrate lyase,TCA cycle,b0331,b0331,1,0.0,applied
Adenosine,EX_adn_e,DXYLK,1-Deoxy-D-xylulose kinase,Other,b3564,b3564,1,0.0,applied
Adenosine,EX_adn_e,SOTA,Succinylornithine transaminase,Other,b1748,b1748,1,0.0,applied
Adenosine,EX_adn_e,DHCINDO,"2,3-dihydroxycinnamate 1,2-dioxygenase",Other,b0348,b0348,1,0.0,applied
Adenosine,EX_adn_e,SGSAD,Succinylglutamic semialdehyde dehydrogenase,Other,b1746,b1746,1,0.0,applied
Adenosine,EX_adn_e,HKNDDH,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",Other,b0349,b0349,1,0.0,applied
Adenosine,EX_adn_e,HKNTDH,2-hydroxy-6-ketononotrienedioate hydrolase,Other,b0349,b0349,1,0.0,applied
Adenosine,EX_adn_e,GLYCK2,Glycerate kinase,Other,b3124,b3124,1,0.0,applied
Adenosine,EX_adn_e,ENTCS,Enterochelin synthase,Other,b0583,b0583,1,0.0,applied
Adenosine,EX_adn_e,MANPGH,2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase,Inorganic ion,b0732,b0732,1,0.0,applied
Adenosine,EX_adn_e,ACM6PH,N-acetylmuramate 6-phosphate hydrolase,Inorganic ion,b2428,b2428,1,0.0,applied
Adenosine,EX_adn_e,ADNCYC,Adenylate cyclase,Other,b3806,b3806,1,0.0,applied
Adenosine,EX_adn_e,MCITS,2-methylcitrate synthase,TCA cycle,b0333,b0333,1,0.0,applied
Adenosine,EX_adn_e,TAUDO,Taurine dioxygenase,Other,b0368,b0368,1,0.0,applied
Adenosine,EX_adn_e,PPM2,Phosphopentomutase 2 (deoxyribose),Nucleotide metabolism,b4383,b4383,1,0.0,applied
Adenosine,EX_adn_e,MLTG2,Maltodextrin glucosidase (maltotetraose),Other,b0403,b0403,1,0.0,applied
Adenosine,EX_adn_e,MLTG1,Maltodextrin glucosidase (maltotriose),Other,b0403,b0403,1,0.0,applied
Adenosine,EX_adn_e,AMALT3,Amylomaltase (maltopentaose),Other,b3416,b3416,1,0.0,applied
Adenosine,EX_adn_e,MLTP3,Maltodextrin phosphorylase (maltoheptaose),Other,b3417,b3417,1,0.0,applied
Adenosine,EX_adn_e,DDGALK,2-dehydro-3-deoxygalactonokinase,Other,b3693,b3693,1,0.0,applied
Adenosine,EX_adn_e,AMALT1,Amylomaltase (maltotriose),Other,b3416,b3416,1,0.0,applied
Adenosine,EX_adn_e,MLTP2,Maltodextrin phosphorylase (maltohexaose),Other,b3417,b3417,1,0.0,applied
Adenosine,EX_adn_e,3HCINNMH,3-hydroxycinnamate hydroxylase,Other,b0347,b0347,1,0.0,applied
Adenosine,EX_adn_e,XYLt2pp,D-xylose transport in via proton symport (periplasm),Transport,b4031,b4031,1,0.0,applied
Adenosine,EX_adn_e,SPODMpp,Superoxide dismutase,Oxidative stress,b1646,b1646,1,0.0,applied
Adenosine,EX_adn_e,PHYTSpp,Phytase (periplasm),Other,b0980,b0980,1,0.0,applied
Adenosine,EX_adn_e,PPTHpp,Phosphonate hydrogenase (periplasm),Other,b0383,b0383,1,0.0,applied
Adenosine,EX_adn_e,NTP3pp,Nucleoside-triphosphatase (GTP) (periplasm),Nucleotide metabolism,b0980,b0980,1,0.0,applied
Adenosine,EX_adn_e,THMDt2pp_copy2,Thymidine transport in via proton symport (periplasm),Transport,b2406,b2406,1,0.0,applied
Adenosine,EX_adn_e,URIt2pp_copy2,Uridine transport in via proton symport (periplasm),Transport,b2406,b2406,1,0.0,applied
Adenosine,EX_adn_e,XTSNt2rpp,Xanthosine transport via proton symport (periplasm),Transport,b2406,b2406,1,0.0,applied
Adenosine,EX_adn_e,FDMO,FMNH2-dependent monooxygenase,Other,b0935,b0935,1,0.0,applied
Adenosine,EX_adn_e,ACACt2pp,Acetoacetate transport via proton symport  (periplasm),Transport,b2223,b2223,1,0.0,applied
Adenosine,EX_adn_e,TRE6PS,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",Inorganic ion,b1896,b1896,1,0.0,applied
Adenosine,EX_adn_e,DRPA,Deoxyribose-phosphate aldolase,Nucleotide metabolism,b4381,b4381,1,0.0,applied
Adenosine,EX_adn_e,TREH,"Alpha,alpha-trehalase",Other,b3519,b3519,1,0.0,applied
Adenosine,EX_adn_e,ACt4pp,Na+/Acetate symport (periplasm),Transport,b4067,b4067,1,0.0,applied
Adenosine,EX_adn_e,ADNt2pp_copy2,Adenosine transport in via proton symport (periplasm),Transport,b2406,b2406,1,0.0,applied
Adenosine,EX_adn_e,ARGAGMt7pp,Arginine/agmatine antiport (periplasm),Transport,b4115,b4115,1,0.0,applied
Adenosine,EX_adn_e,ASPt2_2pp,Aspartate transport via proton symport (2 H) (periplasm),Transport,b3528,b3528,1,0.0,applied
Adenosine,EX_adn_e,MALTtexi,MaltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,Transport,b4036,b4036,1,0.0,applied
Adenosine,EX_adn_e,CITt7pp,Citrate transport via succinate antiport (periplasm),Transport,b0612,b0612,1,0.0,applied
Adenosine,EX_adn_e,CRNt7pp,Carnitine/butyrobetaine antiporter (periplasm),Transport,b0040,b0040,1,0.0,applied
Adenosine,EX_adn_e,GLCtex_copy1,Glucose transport via diffusion (extracellular to periplasm),Transport,b4036,b4036,1,0.0,applied
Adenosine,EX_adn_e,FUCtpp,L-fucose transport via proton symport (periplasm),Transport,b2801,b2801,1,0.0,applied
Adenosine,EX_adn_e,FUMt2_2pp,Fumarate transport via proton symport (2 H) (periplasm),Transport,b3528,b3528,1,0.0,applied
Adenosine,EX_adn_e,CYNTt2pp,Cyanate transport via proton symport (periplasm),Transport,b0341,b0341,1,0.0,applied
Adenosine,EX_adn_e,TREHpp,"Alpha,alpha-trehalase (periplasm)",Other,b1197,b1197,1,0.0,applied
Adenosine,EX_adn_e,CYTDt2pp_copy2,Cytidine transport in via proton symport (periplasm),Transport,b2406,b2406,1,0.0,applied
Adenosine,EX_adn_e,DDGLCNt2rpp,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)",Transport,b3909,b3909,1,0.0,applied
Adenosine,EX_adn_e,MALTTRtexi,Maltotriose transport via diffusion (extracellular to periplasm) irreversible,Transport,b4036,b4036,1,0.0,applied
Adenosine,EX_adn_e,MALTTTRtexi,MaltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,Transport,b4036,b4036,1,0.0,applied
Adenosine,EX_adn_e,MALTPTtexi,MaltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,Transport,b4036,b4036,1,0.0,applied
Adenosine,EX_adn_e,ASPO3,L-aspartate oxidase,Oxidative phosphorylation,b2574,b2574,1,0.0,applied
Adenosine,EX_adn_e,ASPO5,L-aspartate oxidase,Oxidative phosphorylation,b2574,b2574,1,0.0,applied
Adenosine,EX_adn_e,ASPO6,L-aspartate oxidase,Oxidative phosphorylation,b2574,b2574,1,0.0,applied
Adenosine,EX_adn_e,GLYOX3,Glyoxalase III,Other,b1967,b1967,1,0.0,applied
Adenosine,EX_adn_e,FDMO3,FMNH2-dependent monooxygenase (ethanesulfonate),Other,b0935,b0935,1,0.0,applied
Adenosine,EX_adn_e,FDMO4,FMNH2-dependent monooxygenase (butanesulfonate),Other,b0935,b0935,1,0.0,applied
Adenosine,EX_adn_e,ENTERES,Enterochelin Esterase,Other,b0585,b0585,1,0.0,applied
Adenosine,EX_adn_e,LYXI,Lyxose isomerase,Other,b3903,b3903,1,0.0,applied
Adenosine,EX_adn_e,BUTt2rpp,"Butyrate transport via proton symport, reversible (periplasm)",Transport,b2223,b2223,1,0.0,applied
Adenosine,EX_adn_e,CADVtpp,Lysine/Cadaverine antiporter (periplasm),Transport,b4132,b4132,1,0.0,applied
Adenosine,EX_adn_e,LADGMDH,L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase,Amino acid metabolism,b1326,b1326,1,0.0,applied
Adenosine,EX_adn_e,ALAGLUE,L-alanyl-gamma-glutamate epimerase,Other,b1325,b1325,1,0.0,applied
Adenosine,EX_adn_e,GGGABAH,Gamma-glutamyl-gamma-aminobutyric acid hydrolase,Amino acid metabolism,b1298,b1298,1,0.0,applied
Adenosine,EX_adn_e,FRULYSK,Fructoselysine Kinase,Amino acid metabolism,b3374,b3374,1,0.0,applied
Adenosine,EX_adn_e,FDMO6,FMNH2-dependent monooxygenase (sulfoacetate),Glyoxylate/Acetate,b0935,b0935,1,0.0,applied
Adenosine,EX_adn_e,GALM2pp,Aldose-1-epimerase,Other,b0756,b0756,1,0.0,applied
Adenosine,EX_adn_e,LA4NTpp,"4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))",Transport,b2257,b2257,1,0.0,applied
Adenosine,EX_adn_e,CRNt8pp,L-carnitine/D-carnitine antiporter (periplasm),Transport,b0040,b0040,1,0.0,applied
Adenosine,EX_adn_e,CRNt2rpp,L-carnitine outward transport (H+ antiport),Transport,b4111,b4111,1,0.0,applied
Adenosine,EX_adn_e,CRNDt2rpp,D-carnitine outward transport (H+ antiport),Transport,b4111,b4111,1,0.0,applied
Adenosine,EX_adn_e,CTBTt2rpp,Cronobetaine outward transport (H+ antiport),Transport,b4111,b4111,1,0.0,applied
Adenosine,EX_adn_e,GPDDA1pp,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),Other,b2239,b2239,1,0.0,applied
Adenosine,EX_adn_e,GPDDA5pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),Other,b2239,b2239,1,0.0,applied
Adenosine,EX_adn_e,FEOXAMR1,Ferroxamine reductase,Other,b4367,b4367,1,0.0,applied
Adenosine,EX_adn_e,FEOXAMR2,Ferroxamine reductase,Other,b4367,b4367,1,0.0,applied
Adenosine,EX_adn_e,FEOXAMR3,Ferroxamine reductase,Other,b4367,b4367,1,0.0,applied
Adenosine,EX_adn_e,FDMO2,FMNH2-dependent monooxygenase (methanesulfonate),Other,b0935,b0935,1,0.0,applied
Adenosine,EX_adn_e,LALGP,L-alanyl-gamma-L-glutamate peptidase,Other,b0237,b0237,1,0.0,applied
Adenosine,EX_adn_e,ARABDI,L-fucose isomerase,Sugar catabolism,b2802,b2802,1,0.0,applied
Adenosine,EX_adn_e,SKMt2pp,Shikimate transport in via proton symport (periplasm),Transport,b1981,b1981,1,0.0,applied
Adenosine,EX_adn_e,FE2t2pp,Iron (II) transport in via proton symport (periplasm),Transport,b2392,b2392,1,0.0,applied
Adenosine,EX_adn_e,MALt2_2pp,Malate transport via proton symport (2 H) (periplasm),Transport,b3528,b3528,1,0.0,applied
Adenosine,EX_adn_e,DDCAtexi,Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm),Transport,b2344,b2344,1,0.0,applied
Adenosine,EX_adn_e,TTDCAtexi,Tetradecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),Transport,b2344,b2344,1,0.0,applied
Adenosine,EX_adn_e,HDCAtexi,Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),Transport,b2344,b2344,1,0.0,applied
Adenosine,EX_adn_e,RMNtpp,L-rhamnose transport via proton symport (periplasm),Transport,b3907,b3907,1,0.0,applied
Adenosine,EX_adn_e,NAt3_2pp,Sodium proton antiporter (H:NA is 2) (periplasm),Transport,b0019,b0019,1,0.0,applied
Adenosine,EX_adn_e,FRULYSDG,Fructoselysine phosphate deglycase,Amino acid metabolism,b3371,b3371,1,0.0,applied
Adenosine,EX_adn_e,IDONt2rpp,"L-idonate transport via proton symport, reversible (periplasm)",Transport,b4265,b4265,1,0.0,applied
Adenosine,EX_adn_e,LYXt2pp,L-Lyxose transport via proton symport (periplasm),Transport,b3907,b3907,1,0.0,applied
Adenosine,EX_adn_e,OCDCAtexi,Octadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),Transport,b2344,b2344,1,0.0,applied
Adenosine,EX_adn_e,OCDCEAtexi,Octadecenoate (n-C18:1) transport via facilitated irreversible diffusion (extracellular to periplasm),Transport,b2344,b2344,1,0.0,applied
Adenosine,EX_adn_e,ASNNpp,L-asparaginase,Other,b2957,b2957,1,0.0,applied
Adenosine,EX_adn_e,GLUNpp,Glutaminase,Other,b2957,b2957,1,0.0,applied
Adenosine,EX_adn_e,ALLPI,Allose 6-phosphate isomerase,Inorganic ion,b4090,b4090,1,0.0,applied
Adenosine,EX_adn_e,GPDDA3pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),Amino acid metabolism,b2239,b2239,1,0.0,applied
Adenosine,EX_adn_e,GPDDA4pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),Other,b2239,b2239,1,0.0,applied
Adenosine,EX_adn_e,GPDDA2pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),Other,b2239,b2239,1,0.0,applied
Adenosine,EX_adn_e,MG2uabcpp,"Magnesium (Mg+2) ABC transporter (ubtake, periplasm)",Transport,b4242,b4242,1,0.0,applied
Adenosine,EX_adn_e,GLYC3Pt6pp,Glycerol-3-phosphate : phosphate antiporter (periplasm),Transport,b2240,b2240,1,0.0,applied
Adenosine,EX_adn_e,GLYCLTt4pp,Glycolate transport via sodium symport (periplasm),Transport,b4067,b4067,1,0.0,applied
Adenosine,EX_adn_e,GLUt4pp,Na+/glutamate symport (periplasm),Transport,b3653,b3653,1,0.0,applied
Adenosine,EX_adn_e,14GLUCANtexi,"1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible",Transport,b4036,b4036,1,0.0,applied
Adenosine,EX_adn_e,RMK,Rhamnulokinase,Other,b3904,b3904,1,0.0,applied
Adenosine,EX_adn_e,DAAD,D-Amino acid dehydrogenase,Amino acid metabolism,b1189,b1189,1,0.0,applied
Adenosine,EX_adn_e,ACONMT,Trans-aconitate methyltransferase,Other,b1519,b1519,1,0.0,applied
